PMID,CONSORT_item,is_reported
12003439,7b,N
12003439,8a,Y
12003439,8b,N
12003439,9,N
12003439,10,N
12003439,11a,N
12003439,11b,Y
12003439,12a,Y
12003439,12b,N
12003652,3a,N
12003652,3b,N
12003652,4a,Y
12003652,4b,Y
12003652,5,Y
12003652,6a,Y
12003652,6b,N
12003652,7a,N
12003652,7b,N
12003652,8a,N
12003652,8b,N
12003652,9,N
12003652,10,N
12003652,11a,N
12003652,11b,N
12003652,12a,Y
12003652,12b,N
12004017,3a,N
12004017,3b,N
12004017,4a,Y
12004017,4b,N
12004017,5,Y
12004017,6a,Y
12004017,6b,N
12004017,7a,N
12004017,7b,N
12004017,8a,N
12004017,8b,N
12004017,9,N
12004017,10,N
12004017,11a,N
12004017,11b,N
12004017,12a,Y
12004017,12b,N
12004166,3a,Y
12004166,3b,N
12004166,4a,Y
12004166,4b,N
12004166,5,Y
12004166,6a,Y
12004166,6b,N
12004166,7a,Y
12004166,7b,N
12004166,8a,N
12004166,8b,Y
12004166,9,N
12004166,10,N
12004166,11a,Y
12004166,11b,N
12004166,12a,Y
12004166,12b,N
12004637,3a,N
12004637,3b,N
12004637,4a,Y
12004637,4b,Y
12004637,5,Y
12004637,6a,Y
12004637,6b,N
12004637,7a,Y
12004637,7b,N
12004637,8a,N
12004637,8b,N
12004637,9,N
12004637,10,N
12004637,11a,N
12004637,11b,N
12004637,12a,Y
12004637,12b,N
12004793,3a,N
12004793,3b,N
12004793,4a,N
12004793,4b,Y
12004793,5,N
12004793,6a,Y
12004793,6b,N
12004793,7a,N
12004793,7b,N
12004793,8a,N
12004793,8b,N
12004793,9,N
12004793,10,N
12004793,11a,N
12004793,11b,N
12004793,12a,N
12004793,12b,N
12005078,3a,N
12005078,3b,N
12005078,4a,Y
12005078,4b,N
12005078,5,Y
12005078,6a,Y
12005078,6b,N
12005078,7a,N
12005078,7b,N
12005078,8a,N
12005078,8b,N
12005078,9,N
12005078,10,N
12005078,11a,N
12005078,11b,N
12005078,12a,Y
12005078,12b,N
12005083,3a,Y
12005083,3b,N
12005083,4a,Y
12005083,4b,Y
12005083,5,Y
12005083,6a,Y
12005083,6b,N
12005083,7a,N
12005083,7b,N
12005083,8a,N
12005083,8b,Y
12005083,9,N
12005083,10,N
12005083,11a,N
12005083,11b,N
12005083,12a,Y
12005083,12b,N
12005088,3a,N
12005088,3b,N
12005088,4a,Y
12005088,4b,Y
12005088,5,Y
12005088,6a,Y
12005088,6b,N
12005088,7a,Y
12005088,7b,N
12005088,8a,Y
12005088,8b,Y
12005088,9,N
